"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",0.1
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",-0.2
42340,"Savannah, GA (Metropolitan Statistical Area)",1.5
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",0.1
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1.1
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",1.8
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1.1
43100,"Sheboygan, WI (Metropolitan Statistical Area)",0.2
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",1.9
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",-0.6
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",-0.3
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",0.3
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",2.0
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",0.2
43900,"Spartanburg, SC (Metropolitan Statistical Area)",2.0
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",1.3
44100,"Springfield, IL (Metropolitan Statistical Area)",-0.3
44140,"Springfield, MA (Metropolitan Statistical Area)",-0.1
44180,"Springfield, MO (Metropolitan Statistical Area)",0.9
44220,"Springfield, OH (Metropolitan Statistical Area)",-0.2
44300,"State College, PA (Metropolitan Statistical Area)",0.0
44420,"Staunton, VA (Metropolitan Statistical Area) *",0.6
44700,"Stockton, CA (Metropolitan Statistical Area)",1.3
44940,"Sumter, SC (Metropolitan Statistical Area)",-0.4
45060,"Syracuse, NY (Metropolitan Statistical Area)",-0.2
45220,"Tallahassee, FL (Metropolitan Statistical Area)",0.5
